
Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2016-09-02T17:47:59PDT



Main Information Table for Searching NED within 500.000 arcmin of 194.950000, 27.980000



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA(deg)	DEC(deg)	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Distance (arcmin)	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
1742	SDSS J124325.75+272223.1	190.85734 	  27.37311 	G	  7343	 0.024492 	    	17.3g	220.479	5	0	19	1	0	4	0
1743	2MASX J12482485+3042374	192.10373 	  30.71037 	G	  8105	 0.027037 	    	16.5g	221.334	5	0	28	1	3	6	0
1744	SDSS J130421.24+242549.3	196.08851 	  24.43037 	G	  7525	 0.025101 	    	17.48	221.616	9	0	21	2	1	4	0
1745	2MASX J12570285+3137324	194.26204 	  31.62554 	G	  6983	 0.023293 	    	15.8g	221.644	12	0	26	3	4	6	0
1746	SDSS J125105.31+310909.3	192.77216 	  31.15261 	G	  8966	 0.029909 	    	17.7g	221.689	4	0	19	1	3	4	0
1747	SDSS J131331.62+300857.7	198.38181 	  30.14937 	G	  6523	 0.021757 	    	17.7g	222.092	4	0	15	1	0	4	1
1748	UGC 07890	190.77231 	  27.71408 	G	  7528	 0.025111 	    	14.7g	222.197	78	1	58	12	13	10	0
1749	CGCG 159-063	190.97093 	  26.86333 	G	  7570	 0.025251 	    	15.7 	222.244	34	0	33	6	3	6	0
1750	CGCG 159-066	191.17193 	  26.41959 	G	  4536	 0.015130 	    	14.7g	222.278	40	0	40	8	7	10	0
1751	SDSS J124656.46+253717.9	191.73521 	  25.62192 	G	  6792	 0.022656 	    	17.57	222.824	9	0	6	3	1	0	0
1752	SDSS J124739.65+303636.4	191.91523 	  30.61016 	G	  8136	 0.027140 	    	18.0g	223.855	4	0	19	1	3	4	0
1753	2MASX J13140731+3000538	198.53057 	  30.01506 	G	 10582	 0.035298 	    	16.3 	224.069	11	0	28	2	5	6	0
1754	SDSS J124254.08+274627.7	190.72521 	  27.77437 	G	  7440	 0.024818 	    	18.88	224.399	3	0	6	2	0	0	0
1755	2MASX J13164423+2812001	199.18433 	  28.20014 	G	  7141	 0.023820 	    	15.9g	224.511	19	1	35	3	1	6	0
1756	SDSS J130357.02+313647.0	195.98761 	  31.61309 	G	  7071	 0.023586 	    	17.6g	224.576	5	0	21	2	3	4	0
1757	2MASX J13150930+2938103	198.78886 	  29.63620 	G	  6754	 0.022530 	    	15.7g	224.943	23	1	58	5	4	10	0
1758	SDSS J124355.30+292210.5	190.98044 	  29.36961 	G	  7070	 0.023584 	    	17.4g	224.965	19	1	31	4	9	4	0
1759	SDSS J124734.63+303711.9	191.89429 	  30.62000 	G	  7975	 0.026603 	    	17.5g	225.043	5	0	6	2	3	0	0
1760	SDSS J125845.57+241402.1	194.68968 	  24.23409 	G	  6803	 0.022692 	    	17.90	225.192	8	0	6	2	1	0	4
1761	CGCG 159-081	192.26538 	  30.92644 	G	  8117	 0.027075 	    	15.8g	225.647	24	0	32	5	6	6	0
1762	SDSS J131648.36+282142.4	199.20152 	  28.36178 	G	  6530	 0.021782 	    	17.2g	226.026	6	0	41	3	1	8	0
1763	SDSS J124846.40+305319.8	192.19337 	  30.88885 	G	  8765	 0.029236 	    	17.0g	226.277	7	0	21	2	3	4	0
1764	UGC 08301	198.33875 	  30.31989 	G	  4859	 0.016208 	    	15.8g	226.345	22	1	7	4	5	5	0
1765	UGC 08301 NOTES01	198.30065 	  30.36216 	G	  6506	 0.021703 	    	16.6g	226.347	8	0	30	2	3	6	0
1766	2MASXi J1243154+270508	190.81411 	  27.08561 	G	  6784	 0.022629 	    	17.27	226.484	6	0	19	2	0	4	0
1767	SDSS J130528.92+242524.1	196.37052 	  24.42338 	G	 10408	 0.034717 	    	17.9g	226.679	4	0	19	1	0	4	0
1768	SDSS J125443.73+313643.1	193.68223 	  31.61198 	G	  5991	 0.019985 	    	18.0g	227.691	5	0	21	2	3	4	0
1769	2MASX J13141771+3004158	198.57379 	  30.07080 	G	 10545	 0.035173 	    	17.6g	227.754	6	0	30	2	3	6	0
1770	SDSS J131046.98+250444.3	197.69578 	  25.07898 	G	  7050	 0.023515 	    	18.12	228.068	5	0	21	2	0	4	0
1771	UGC 08004	192.90821 	  31.35277 	G	  6186	 0.020634 	    	14.9g	228.641	59	0	51	6	9	10	0
1772	IC 4202	197.13158 	  24.70077 	G	  7127	 0.023773 	    	15.26	229.054	84	1	59	8	9	10	0
1773	SDSS J124626.74+302729.7	191.61146 	  30.45825 	G	  4718	 0.015738 	    	18.1g	229.483	6	0	6	2	2	0	1
1774	CGCG 160-169	198.66881 	  29.99725 	G	  6850	 0.022849 	    	15.6g	229.634	30	0	40	4	5	6	1
1775	TON 0151	199.01632 	  29.38169 	G	 11329	 0.037789 	    	16.4g	229.955	46	1	32	8	9	4	1
1776	UGC 07877	190.69665 	  27.27194 	G	  5907	 0.019704 	    	16.0g	230.049	39	0	40	5	10	9	0
1777	2MASX J13153929+2936398	198.91381 	  29.61084 	G	  6511	 0.021720 	    	16.4g	230.226	12	0	32	2	3	6	0
1778	KUG 1313+268	198.96318 	  26.55568 	G	 11492	 0.038333 	    	16.3g	230.445	14	0	28	3	4	6	1
1779	SDSS J124846.90+305855.4	192.19546 	  30.98208 	G	  8154	 0.027198 	    	18.98	230.508	5	0	21	2	2	4	0
1780	NGC 5052	198.89537 	  29.67608 	G	  6630	 0.022115 	    	14.23	230.987	39	1	39	6	9	11	0
1781	SDSS J131606.16+264003.3	199.02571 	  26.66760 	G	 10044	 0.033504 	    	17.8g	231.071	5	0	19	1	4	4	0
1782	SDSS J131537.85+293930.4	198.90771 	  29.65847 	G	  6554	 0.021862 	    	16.9g	231.123	11	0	26	3	3	4	0
1783	KUG 1244+307	191.61310 	  30.51578 	G	  6615	 0.022064 	    	16.3g	231.632	12	0	30	4	2	6	0
1784	SDSS J124848.87+245957.2	192.20365 	  24.99926 	G	  6826	 0.022769 	    	19.25	231.790	6	0	21	2	1	4	0
1785	SDSS J124232.18+284229.2	190.63410 	  28.70812 	G	 10489	 0.034986 	    	18.80	232.043	6	0	21	2	3	4	0
1786	SDSS J131026.04+245522.8	197.60852 	  24.92303 	G	  2590	 0.008640 	    	     	232.440	4	0	0	0	0	0	0
1787	2MASXi J1317205+275543	199.33582 	  27.92885 	G	 11314	 0.037741 	    	16.5g	232.453	8	0	21	2	2	4	0
1788	UGC 07897	190.86953 	  29.46680 	G	  9360	 0.031222 	    	15.3g	232.477	35	0	41	5	7	9	0
1789	CGCG 159-057	190.68810 	  27.11752 	G	  6600	 0.022015 	    	15.6 	232.536	31	0	33	4	2	8	0
1790	UGC 08249	197.61037 	  24.92091 	G	  2541	 0.008476 	    	16.75	232.602	23	0	16	5	6	3	0
1791	2MASX J13073838+3129133	196.91020 	  31.48697 	G	  7858	 0.026210 	    	16.4g	233.879	7	0	30	3	4	6	0
1792	SDSS J131724.90+274500.5	199.35377 	  27.75014 	G	  7015	 0.023401 	    	17.8g	233.984	5	0	21	2	3	4	0
1793	SDSS J131437.86+300913.7	198.65777 	  30.15381 	G	 11138	 0.037151 	    	18.1g	234.114	5	0	21	2	3	4	0
1794	SDSS J124706.66+251712.4	191.77779 	  25.28681 	G	  9495	 0.031672 	    	18.09	234.622	7	0	21	2	1	4	0
1795	SDSS J124700.49+304339.2	191.75206 	  30.72758 	G	  6644	 0.022162 	    	18.0g	234.807	4	0	23	2	2	4	0
1796	SDSS J131426.12+301501.7	198.60885 	  30.25050 	G	  7604	 0.025363 	    	16.1g	235.224	5	0	19	1	3	4	0
1797	MCG +05-31-158	198.33642 	  30.55989 	G	  5938	 0.019807 	    	15.6g	235.295	11	0	0	0	4	2	0
1798	SDSS J131627.96+292511.4	199.11652 	  29.41984 	G	  4828	 0.016106 	    	17.4g	235.663	11	0	50	5	4	8	0
1799	KISSR 0105	190.72333 	  29.28839 	G	  6386	 0.021300 	 ?  	20.29	236.002	6	1	4	0	1	0	6
1800	SDSS J131509.83+260151.0	198.79097 	  26.03086 	G	 11344	 0.037840 	    	17.7g	236.277	4	0	19	1	3	4	0
1801	VIII Zw 220	193.68872 	  24.20603 	G	  9223	 0.030765 	    	17.0g	236.412	7	1	19	1	1	4	0
1802	2MASX J13143934+3013295	198.66416 	  30.22502 	G	  7058	 0.023543 	    	16.0g	236.740	18	0	34	5	5	6	0
1803	KUG 1241+301	191.01275 	  29.91611 	G	  4672	 0.015584 	    	15.8g	237.099	12	0	6	3	3	0	0
1804	KUG 1314+273	199.28911 	  27.07807 	G	 10410	 0.034724 	    	15.8g	237.111	11	0	34	5	3	6	0
1805	2MASX J12461534+3038056	191.56409 	  30.63488 	G	  6554	 0.021861 	    	16.6g	238.210	6	0	34	3	2	6	0
1806	2MASX J13114798+3058206	197.95012 	  30.97259 	G	  7447	 0.024840 	    	16.2g	238.296	11	0	32	4	3	6	0
1807	SDSS J131052.53+245155.3	197.71891 	  24.86537 	G	  7441	 0.024820 	    	15.8g	238.848	4	0	15	1	0	4	1
1808	LCSB F0037N	197.71899 	  24.86537 	G	  7461	 0.024887 	    	16.40	238.850	6	0	6	2	2	0	5
1809	2MASX J13172240+2707280	199.34352 	  27.12442 	G	 10269	 0.034255 	    	17.08	239.271	10	0	29	4	4	6	0
1810	SDSS J131721.49+270550.2	199.33957 	  27.09729 	G	 10383	 0.034635 	    	17.9g	239.448	5	0	21	2	3	4	0
1811	UGC 08359	199.43828 	  27.56987 	G	  6994	 0.023329 	    	14.6g	239.523	62	0	50	9	9	11	0
1812	CGCG 159-058	190.70265 	  26.63967 	G	  6689	 0.022312 	    	15.0g	240.274	42	0	40	5	7	6	0
1813	SDSS J130421.85+315258.4	196.09108 	  31.88292 	G	  7088	 0.023644 	    	17.6g	241.569	10	0	4	1	3	0	0
1814	KUG 1302+243	196.24498 	  24.12301 	G	 11758	 0.039220 	    	15.9 	241.711	14	1	33	3	2	6	0
1815	NGC 4676:[BFB2004] 0528	191.56533 	  30.72936 	G	 11992	 0.040000 	PHOT	25.9I	241.928	1	0	3	0	1	0	0
1816	NGC 4676B	191.54682 	  30.72274 	G	  6607	 0.022039 	    	17.1g	242.371	111	6	65	7	15	9	2
1817	SDSS J124141.87+283859.9	190.42450 	  28.65000 	G	  7626	 0.025436 	    	18.0g	242.383	5	0	6	2	2	0	0
1818	SDSS J124138.08+283409.3	190.40867 	  28.56925 	G	  7567	 0.025242 	    	16.7g	242.544	2	0	4	1	3	0	2
1819	SDSS J124138.07+283409.3	190.40866 	  28.56926 	G	  7573	 0.025261 	    	16.7g	242.545	4	0	15	1	0	4	2
1820	NGC 4676A	191.54212 	  30.73192 	G	  6613	 0.022059 	    	14.8g	242.920	126	7	111	12	17	7	1
1821	UGC 08317	198.59836 	  30.48399 	G	  6039	 0.020144 	    	14.7g	242.998	61	0	51	6	14	10	1
1822	2MASX J12522311+3141514	193.09640 	  31.69739 	G	  9241	 0.030823 	    	16.9g	242.999	6	0	30	3	3	6	0
1823	2MASX J13174571+2713020	199.44027 	  27.21734 	G	 11260	 0.037559 	    	16.4g	243.090	10	0	34	4	1	6	2
1824	SDSS J131745.67+271302.4	199.44029 	  27.21733 	G	 11280	 0.037627 	    	16.6g	243.091	3	0	0	0	2	0	3
1825	CGCG 160-060	194.54193 	  32.01652 	G	  7993	 0.026662 	    	15.0g	243.117	28	0	43	8	10	9	0
1826	SDSS J131756.76+284241.8	199.48653 	  28.71162 	G	 10382	 0.034630 	    	17.8g	243.527	9	1	46	4	3	8	1
1827	SDSS J124130.30+273823.9	190.37629 	  27.63998 	G	  7698	 0.025679 	    	18.85	243.568	5	0	21	2	0	4	0
1828	SDSS J131125.10+245134.8	197.85404 	  24.85965 	G	  7119	 0.023746 	    	18.50	243.700	6	0	6	2	1	0	0
1829	CGCG 160-080	194.93887 	  32.04502 	G	  6821	 0.022752 	    	14.7g	243.902	38	0	38	6	8	10	0
1830	NGC 4676N	191.54375 	  30.76028 	G	  6700	 0.022349 	    	     	243.999	1	0	0	0	0	0	0
1831	2MASX J12462976+3050546	191.62401 	  30.84864 	G	  8638	 0.028814 	    	16.7g	244.599	6	0	34	3	3	6	0
1832	IC 0854	197.45821 	  24.57756 	G	  7099	 0.023680 	    	15.10	244.693	28	0	34	3	6	6	0
1833	2MASX J13181445+2821333	199.56025 	  28.35922 	G	 10485	 0.034973 	    	16.8g	244.895	8	0	35	3	2	6	0
1834	SDSS J124120.14+274927.7	190.33397 	  27.82439 	G	 10266	 0.034244 	    	18.66	244.928	6	0	17	2	1	4	0
1835	SDSS J131402.49+303756.1	198.51041 	  30.63226 	G	  5986	 0.019966 	    	17.8g	244.972	5	0	21	2	2	4	0
1836	SDSS J124156.72+265809.8	190.48638 	  26.96942 	G	  7180	 0.023949 	    	17.6g	245.208	4	0	0	0	3	0	0
1837	SDSS J124156.26+265817.1	190.48444 	  26.97143 	G	  7224	 0.024096 	    	16.0g	245.276	5	0	15	1	0	4	0
1838	KUG 1307+248	197.46375 	  24.56889 	GPair	  7096	 0.023670 	    	14.95	245.294	36	0	20	5	1	3	0
1839	KUG 1239+272	190.48417 	  26.97111 	GPair	  7211	 0.024053 	    	15.5:	245.295	10	1	2	3	2	0	1
1840	2MASX J13181913+2809232	199.57959 	  28.15665 	G	 11260	 0.037560 	    	16.7g	245.320	10	0	50	3	2	10	0
1841	MCG +05-30-074	191.36672 	  30.62561 	G	  6653	 0.022192 	    	15.5 	245.629	6	0	32	3	1	8	0
1842	UGC 07845	190.31817 	  27.85316 	G	  7737	 0.025808 	    	15.45	245.673	52	0	48	6	8	11	0
1843	CGCG 130-014 NED02	197.46900 	  24.56047 	G	  7055	 0.023533 	    	15.1 	245.873	14	0	30	3	0	6	0
1844	SDSS J131021.60+312241.6	197.59004 	  31.37823 	G	  8053	 0.026861 	    	17.3g	245.969	6	0	21	2	3	4	0
1845	SDSS J124227.99+293126.6	190.61666 	  29.52408 	G	  7255	 0.024200 	    	21.04	246.029	1	0	15	1	0	4	0
1846	SDSS J131802.24+285353.8	199.50938 	  28.89831 	G	 10401	 0.034695 	    	17.0g	246.761	12	0	30	4	3	4	0
1847	2MASX J12412803+2847284	190.36674 	  28.79120 	G	 10545	 0.035174 	    	15.8g	246.762	18	0	33	5	8	6	0
1848	SDSS J125521.37+315845.6	193.83905 	  31.97935 	G	  8994	 0.030000 	    	16.9g	246.804	5	0	17	2	3	4	0
1849	SDSS J131820.43+282934.3	199.58516 	  28.49287 	G	 10114	 0.033737 	    	18.0g	246.924	5	0	37	3	2	8	0
1850	SDSS J124131.11+271435.2	190.37965 	  27.24313 	G	  7360	 0.024549 	    	18.2g	246.963	6	0	17	2	2	4	0
1851	SDSS J124321.31+260533.5	190.83884 	  26.09265 	G	  7271	 0.024254 	    	17.55	247.155	5	0	17	2	0	4	0
1852	SDSS J131812.08+284502.3	199.55037 	  28.75064 	G	 10522	 0.035096 	    	17.0g	247.226	6	0	35	2	2	8	0
1853	2MASX J13181228+2845083	199.55130 	  28.75227 	G	 10445	 0.034840 	    	15.8 	247.291	18	0	33	3	2	6	1
1854	SDSS J131649.37+262046.6	199.20577 	  26.34628 	G	  7013	 0.023393 	    	17.9g	247.407	5	0	21	2	2	4	0
1855	SDSS J131828.56+275449.8	199.61903 	  27.91387 	G	 10353	 0.034534 	    	18.0g	247.489	6	0	21	2	3	4	0
1856	2MASX J13182017+2837082	199.58415 	  28.61887 	G	 10469	 0.034921 	    	15.7g	247.783	15	0	50	5	4	10	0
1857	SDSS J124210.89+292650.9	190.54541 	  29.44750 	G	  6952	 0.023191 	    	18.1g	247.915	5	0	25	3	3	4	0
1858	CGCG 160-170	198.78424 	  30.40377 	G	  6961	 0.023219 	    	15.2g	247.928	42	1	41	9	8	6	0
1859	SDSS J131701.32+262409.2	199.25555 	  26.40256 	G	 10207	 0.034047 	    	19.25	248.490	5	0	17	2	2	4	0
1860	SDSS J124215.04+263449.7	190.56271 	  26.58050 	G	  5958	 0.019875 	    	18.95	248.550	5	0	21	2	0	4	0
1861	2MASX J12502980+3136255	192.62413 	  31.60706 	G	  8925	 0.029770 	    	15.9g	249.031	14	0	15	3	3	2	0
1862	SDSS J124220.99+293548.3	190.58750 	  29.59677 	G	  8694	 0.029000 	    	18.0g	249.041	5	0	25	3	2	4	0
1863	CGCG 160-154	197.58637 	  31.44387 	G	  7931	 0.026455 	    	15.0 	249.112	25	0	24	8	5	4	0
1864	2MASX J13024465+3205057	195.68598 	  32.08504 	G	  7343	 0.024494 	    	16.2g	249.249	10	0	30	2	4	6	0
1865	HARO 31 NED01	190.24570 	  27.97038 	G	  9323	 0.031097 	    	15.9g	249.262	12	2	28	2	5	6	0
1866	SDSS J125056.57+313955.5	192.73575 	  31.66544 	G	  7275	 0.024267 	    	17.2g	249.344	5	0	4	1	3	0	2
1867	HARO 31	190.24375 	  27.97583 	GPair	  9417	 0.031412 	    	15.4 	249.358	10	2	3	2	3	2	2
1868	HARO 31 NED02	190.24202 	  27.98120 	G	  7329	 0.024447 	    	16.1 	249.443	20	2	30	3	3	8	0
1869	2MASX J12405660+2755554	190.23587 	  27.93217 	G	  9714	 0.032402 	    	17.3 	249.843	9	0	26	2	0	6	0
1870	2MASX J12410736+2727424	190.28051 	  27.46189 	G	  7213	 0.024060 	    	16.2g	249.937	10	0	30	2	4	6	0
1871	SDSS J131645.87+261243.9	199.19115 	  26.21220 	G	  3953	 0.013186 	    	16.5g	250.117	8	0	15	1	4	4	1
1872	SDSS J131822.45+284931.4	199.59358 	  28.82542 	G	 10502	 0.035030 	    	18.5g	250.252	5	1	26	3	1	4	0
1873	SDSS J125343.63+315629.2	193.43183 	  31.94146 	G	  8061	 0.026889 	    	17.6g	250.436	4	0	19	1	2	4	0
1874	SDSS J125056.02+314116.3	192.73342 	  31.68789 	G	  7294	 0.024329 	    	17.8g	250.589	4	0	0	0	3	0	0
1875	SDSS J131825.83+284740.0	199.60765 	  28.79447 	G	 10450	 0.034856 	    	18.1g	250.646	10	1	46	4	3	8	0
1876	SDSS J131641.92+260754.4	199.17472 	  26.13179 	G	  3984	 0.013288 	    	17.0g	251.484	6	0	15	1	3	4	1
1877	FGC 1587	199.17524 	  26.13183 	G	  3964	 0.013222 	    	17.83	251.508	10	0	6	4	1	0	3
1878	VIII Zw 223	195.29504 	  23.79874 	G	 11631	 0.038797 	    	16.6g	251.566	8	1	30	2	0	6	0
1879	SDSS J130122.03+234741.3	195.34191 	  23.79478 	G	  9423	 0.031432 	    	18.69	252.002	5	0	6	2	0	0	0
1880	UGC 08363	199.69331 	  27.73233 	G	  2457	 0.008196 	    	14.90	252.042	28	0	18	6	3	5	0
1881	2MASX J12404852+2746345	190.20216 	  27.77610 	G	  6662	 0.022223 	    	16.6g	252.091	7	0	30	2	3	6	0
1882	SDSS J131846.72+274356.1	199.69467 	  27.73225 	G	  2455	 0.008189 	    	15.6g	252.115	4	0	0	0	2	0	0
1883	SDSS J131102.77+312414.6	197.76156 	  31.40407 	G	  7099	 0.023680 	    	17.7g	252.327	5	0	21	2	2	4	0
1884	SDSS J131811.60+291016.7	199.54836 	  29.17132 	G	 10595	 0.035342 	    	17.5g	252.594	6	0	45	4	2	8	0
1885	NGC 5041	198.63525 	  30.70578 	G	  7477	 0.024941 	    	14.2g	252.749	71	1	48	9	8	7	0
1886	2MASX J13184215+2844324	199.67580 	  28.74220 	G	  9924	 0.033103 	    	16.2g	253.651	14	0	51	3	4	10	0
1887	SDSS J130129.04+234605.2	195.37085 	  23.76798 	G	  9333	 0.031131 	    	18.97	253.739	3	0	6	2	0	0	0
1888	SDSS J124203.70+293958.9	190.51547 	  29.66637 	G	  7176	 0.023937 	    	18.70	254.094	5	0	17	2	2	4	0
1889	2MFGC 10140	192.87313 	  31.81457 	G	  7370	 0.024584 	    	16.0g	254.156	16	0	32	5	4	6	1
1890	SDSS J131858.95+274843.8	199.74562 	  27.81219 	G	  6367	 0.021239 	    	18.2g	254.485	5	0	6	2	3	0	0
1891	CGCG 160-189	199.75555 	  27.89171 	G	 10467	 0.034914 	    	15.6g	254.773	21	0	31	6	7	6	0
1892	2MASX J13165975+2957096	199.24900 	  29.95258 	G	 11211	 0.037397 	    	16.8g	254.796	6	0	48	2	2	10	0
1893	SDSS J131658.64+295851.1	199.24436 	  29.98090 	G	 11202	 0.037365 	    	17.6g	255.347	8	0	41	3	2	8	0
1894	SDSS J131157.06+244204.1	197.98778 	  24.70116 	G	  7091	 0.023653 	    	14.2E	255.675	6	0	4	1	1	0	0
1895	SDSS J124048.70+271615.4	190.20296 	  27.27096 	G	  6528	 0.021775 	    	17.93	255.895	7	0	21	2	1	4	0
1896	SDSS J131905.94+274906.6	199.77476 	  27.81854 	G	  6476	 0.021600 	    	17.85	256.006	8	0	21	2	4	4	0
1897	SDSS J131744.26+293845.9	199.43442 	  29.64608 	G	  6825	 0.022766 	    	17.1g	256.045	7	0	26	3	1	4	0
1898	SDSS J125554.14+234807.6	193.97560 	  23.80213 	G	  5707	 0.019037 	    	17.44	256.126	6	0	11	2	0	4	0
1899	SDSS J124619.18+310504.7	191.57996 	  31.08467 	G	  4589	 0.015308 	    	17.4g	256.194	5	0	10	3	3	0	0
1900	SDSS J131442.87+304510.9	198.67867 	  30.75306 	G	  5741	 0.019149 	    	18.0g	256.281	5	0	6	2	2	0	0
1901	SDSS J131657.23+300314.4	199.23848 	  30.05404 	G	 11194	 0.037340 	    	17.4g	257.098	8	0	41	3	2	8	0
1902	2MFGC 10362	195.75713 	  32.21072 	G	  7145	 0.023833 	    	16.4g	257.275	10	0	34	3	4	6	0
1903	NGC 5081	199.78433 	  28.50692 	G	  6649	 0.022179 	    	14.0g	257.457	108	1	77	9	11	12	0
1904	SDSS J131650.21+300756.6	199.20925 	  30.13242 	G	 11180	 0.037293 	    	16.2g	258.003	8	0	26	4	3	4	0
1905	KUG 1238+270	190.30883 	  26.73613 	G	  4771	 0.015914 	    	15.18	258.317	34	0	41	6	5	10	0
1906	SDSS J124106.43+264920.6	190.27684 	  26.82240 	G	  4825	 0.016094 	    	17.2g	258.418	7	0	15	1	1	4	1
1907	2MASX J12593316+3217285	194.88875 	  32.29125 	G	  9294	 0.031000 	    	16.5g	258.695	6	0	11	1	3	2	0
1908	SDSS J131508.94+304225.8	198.78726 	  30.70718 	G	  6716	 0.022403 	    	18.95	258.912	5	0	21	2	3	4	0
1909	2MASX J12553453+3212213	193.89378 	  32.20597 	G	  6879	 0.022946 	    	15.6g	259.414	12	0	30	3	4	6	0
1910	KUG 1311+252	198.43873 	  24.98242 	G	  7249	 0.024180 	    	15.4 	259.684	45	0	45	7	5	6	0
1911	SDSS J131641.08+301454.4	199.17121 	  30.24844 	G	  6655	 0.022200 	    	17.8g	259.747	5	0	20	1	2	4	0
1912	SDSS J124022.31+272703.2	190.09298 	  27.45093 	G	  7377	 0.024607 	    	19.22	259.913	5	0	17	2	0	4	0
1913	SDSS J124012.76+282137.9	190.05320 	  28.36055 	G	  7469	 0.024913 	    	17.7g	259.992	5	0	21	2	3	4	0
1914	SDSS J124408.62+252458.1	191.03596 	  25.41616 	G	  5218	 0.017407 	    	17.50	260.126	5	0	21	2	0	4	0
1915	2MASX J13163071+2544531	199.12813 	  25.74799 	G	 10955	 0.036543 	    	16.2g	260.636	10	0	30	4	4	6	0
1916	SDSS J124036.90+270445.2	190.15379 	  27.07923 	G	  6660	 0.022215 	    	17.0g	260.829	11	0	21	2	5	4	0
1917	UGC 08294	198.24283 	  31.25860 	G	  6074	 0.020261 	    	15.7g	261.110	57	1	49	6	10	11	0
1918	2MASX J13192801+2744559	199.86670 	  27.74897 	G	  7002	 0.023357 	    	16.4g	261.149	16	0	35	3	4	6	0
1919	CGCG 160-158	197.90312 	  31.50806 	G	  6949	 0.023179 	    	14.3g	261.651	36	0	38	6	8	7	0
1920	SDSS J125118.65+315607.7	192.82771 	  31.93548 	G	 11075	 0.036941 	    	17.1g	261.699	4	0	15	1	3	4	0
1921	SDSS J124802.44+243017.1	192.01018 	  24.50476 	G	  9511	 0.031725 	    	16.9g	261.713	4	0	15	1	0	4	1
1922	2MASX J12403894+2658046	190.16221 	  26.96797 	G	  6595	 0.022000 	    	17.0g	261.982	6	0	15	2	3	2	0
1923	UGC 07891 NED01	190.76567 	  30.38206 	G	  7211	 0.024053 	    	15.5 	262.297	10	1	11	1	2	2	0
1924	CGCG 159-053 NED02	190.28945 	  29.53866 	G	  7047	 0.023505 	    	16.6g	262.345	11	0	23	2	4	4	0
1925	UGC 07891	190.76625 	  30.38444 	GPair	  7182	 0.023957 	    	15.5 	262.348	26	2	8	4	3	4	0
1926	VIII Zw 208	191.42165 	  24.95559 	G	  6808	 0.022709 	    	16.5g	262.349	10	1	28	1	1	6	0
1927	UGC 07891 NED02	190.76775 	  30.38723 	G	  7220	 0.024083 	    	15.9g	262.372	16	1	17	2	5	4	0
1928	CGCG 159-053 NED01	190.28654 	  29.53794 	G	  6858	 0.022876 	    	15.7 	262.473	8	0	11	1	2	2	0
1929	KUG 1250+323	193.26224 	  32.10701 	G	  6876	 0.022936 	    	14.7g	262.666	29	0	35	8	8	10	0
1930	2MASX J13025442+2339258	195.72682 	  23.65718 	G	  7448	 0.024844 	    	16.13	262.738	10	0	30	3	1	6	0
1931	2MASX J12434311+2528171	190.92965 	  25.47147 	G	  5239	 0.017475 	    	15.4g	262.785	14	0	30	2	3	6	0
1932	SDSS J130840.19+240437.0	197.16736 	  24.07692 	G	  6632	 0.022122 	    	18.30	262.915	7	0	4	2	2	0	0
1933	SDSS J124006.02+283701.5	190.02508 	  28.61711 	G	  9260	 0.030888 	    	16.2g	262.953	5	0	0	0	3	0	1
1934	2MASX J12400595+2837042	190.02491 	  28.61782 	G	  9325	 0.031105 	    	17.24	262.968	6	0	28	1	3	6	1
1935	IC 3651	190.22044 	  26.72813 	G	  4732	 0.015784 	    	14.20	262.974	45	1	38	7	6	10	0
1936	SDSS J124126.11+262309.7	190.35885 	  26.38604 	G	  7095	 0.023666 	    	17.3g	263.020	7	0	25	3	3	4	0
1937	2MASX J12403848+2653366	190.16041 	  26.89361 	G	  6539	 0.021813 	    	17.2g	263.227	6	0	26	2	2	6	0
1938	SDSS J130029.23+322202.7	195.12179 	  32.36744 	G	  9364	 0.031236 	    	18.1g	263.397	5	0	22	2	2	4	0
1939	SDSS J131439.74+305705.2	198.66560 	  30.95146 	G	  6146	 0.020500 	    	17.99	263.517	6	1	7	2	1	4	0
1940	UGC 07836	190.23430 	  29.46558 	G	  9337	 0.031145 	    	14.7g	263.624	56	1	68	8	11	10	0
1941	MCG +05-30-051	189.97975 	  27.82722 	G	  6503	 0.021693 	    	17.7g	263.685	11	0	2	1	4	2	0
1942	2MASX J13194006+2742219	199.91697 	  27.70606 	G	  6914	 0.023063 	    	16.2g	264.010	14	0	26	5	7	6	1
1943	2MASX J12403058+2911257	190.12746 	  29.19063 	G	 10718	 0.035751 	    	16.1g	264.236	14	0	34	4	5	6	0
1944	SDSS J123952.14+274729.9	189.96727 	  27.79166 	G	  9294	 0.031000 	    	17.8g	264.471	7	0	21	2	4	4	0
1945	SDSS J125259.52+320812.2	193.24804 	  32.13674 	G	  6595	 0.022000 	    	17.7g	264.589	6	0	21	2	2	4	0
1946	SDSS J124043.84+292309.4	190.18269 	  29.38597 	G	  9094	 0.030334 	    	18.2g	264.711	14	1	27	3	1	4	0
